last_play
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
R
P
P
S
R
